Category,ID,Rule_Text,Flag
SYNTHESIS_CDC,1,"Two-flop synchronizers must be used for all single-bit signals crossing async clock domains; mark synchronizer chain to prevent optimization with 'ASYNC_REG' or synthesis-tool-specific attribute."
SYNTHESIS_CDC,2,"Multi-bit CDC must never use simple 2FF synchronizers; use Gray-code, MCP FIFO, handshake, or other safe multi-bit CDC technique; document CDC technique choice and rationale."
SYNTHESIS_CDC,3,"Synchronizer chain registers must be physically placed close together; use synthesis constraints or attributes to prevent spreading; document placement constraints."
SYNTHESIS_CDC,4,"Metastability: all CDC paths must have sufficient MTBF (mean time between failures) for application; document MTBF calculation assumptions, clock frequencies, and reliability requirements."
SYNTHESIS_CDC,5,"All CDC paths must be identified in TOP_HEADER with: (a) source clock domain, (b) destination clock domain, (c) CDC technique used, (d) signal name(s) crossing, (e) whether data or control signal."
SYNTHESIS_CDC,6,"CDC assertion synchronizers must include convergence logic to ensure sampling stability; document convergence requirements and sampling strategy."
SYNTHESIS_CDC,7,"For FIFO-based CDC, document FIFO depth calculation showing gray-code pointer synchronization latency and data throughput requirements."
SYNTHESIS_TIMING_PATHS,1,"Critical timing paths exceeding project-specific threshold of logic levels (prompt user for threshold, default N=5) must be documented and justified; use 'STA_CRITICAL' tag in comment."
SYNTHESIS_TIMING_PATHS,2,"All outputs of combinatorial logic blocks must have clear fanout destinations documented if unusual fanout occurs; use 'STA_CRITICAL' tag in comment for timing-critical fanout paths."
SYNTHESIS_TIMING_PATHS,3,"For high-fanout signals (>100 destinations, prompt user for threshold), document fanout explicitly and consider adding pipeline stage or buffer tree replication for timing closure."
SYNTHESIS_TIMING_PATHS,4,"Minimize logic depth between register stages; target maximum N logic levels (prompt user, default 3-5 for high-frequency designs, 5-8 for moderate frequency)."
SYNTHESIS_TIMING_PATHS,5,"False paths must be documented in design and constrained in SDC/XDC files; reference specific source and destination registers and reason for false path declaration."
SYNTHESIS_TIMING_PATHS,6,"Multi-cycle paths must be documented with timing rationale; ensure multi-cycle constraints match actual design behavior and document why multiple cycles are safe."
SYNTHESIS_TIMING_PATHS,7,"Datapath balancing: ensure pipeline stages have roughly equal logic depth for optimal frequency; document stage-by-stage logic depth and critical path within each stage."
SYNTHESIS_TIMING_PATHS,8,"Critical timing paths: identify and document top 10 critical paths in design; ensure these paths have design attention and potential optimization strategies listed."
SYNTHESIS_TIMING_PATHS,9,"Setup and hold timing: verify both setup and hold timing close; document hold-fixing strategy (buffers, delays, useful skew) if needed."
SYNTHESIS_TIMING_PATHS,10,"Clock-to-Q delays: account for register clock-to-Q delays and clock skew in timing budgets; document timing budgets for module interfaces and handshake signals."
SYNTHESIS_TIMING_PATHS,11,"Combinatorial output paths: avoid when possible as they create difficult timing constraints; if necessary, document required external input-to-output timing and provide timing budget."
SYNTHESIS_TIMING_PATHS,12,"Use register output timing: prefer registering outputs at module boundaries; document any combinatorial outputs with justification and external timing requirements."
SYNTHESIS_TIMING_PATHS,13,"Input-to-register timing: document input setup/hold requirements relative to clock; provide timing budgets for external devices driving inputs."
SYNTHESIS_TIMING_PATHS,14,"Evaluate design and report suspected long combinatorial paths that may not meet static timing; prompt user for target clock frequency if not defined to estimate setup failure risk; use 'TODO: STA_FAILURE' tag in comment for these paths to indicate they must be reviewed and addressed."
SYNTHESIS_TIMING_PATHS,15,"For timing closure, identify register insertion opportunities: places where adding pipeline stage would break critical path with acceptable latency increase."
SYNTHESIS_TIMING_PATHS,16,"Document timing exceptions comprehensively: for each false path or multi-cycle path, explain functional reason why exception is safe."
SYNTHESIS_RESOURCES,1,"Resource-intensive constructs (multipliers, large muxes, memories, complex arithmetic) must be documented with estimated area/timing impact; use 'STA_CRITICAL' tag in comment for timing-critical resources."
SYNTHESIS_RESOURCES,2,"No inferred memories allowed unless explicitly approved; only use explicitly instantiated memory macros and be consistent within module; prefer interface to externally instantiated and accessible memory for better control and area optimization."
SYNTHESIS_RESOURCES,3,"For RAMs, ROMs, DSP blocks, explicitly instantiate vendor primitives when necessary for area/performance; document primitive usage, configuration, and memory layout."
SYNTHESIS_RESOURCES,4,"For FPGA targets, use BRAM inference patterns or explicit instantiation; document memory mapping strategy (distributed RAM vs BRAM vs URAM) with selection rationale."
SYNTHESIS_RESOURCES,5,"For ASIC targets, use memory compiler instances; document memory configuration (words, width, banks, ports, mux ratio) and access timing (setup/hold, access time)."
SYNTHESIS_RESOURCES,6,"Document memory partitioning strategy: single large memory vs multiple smaller banks; explain tradeoffs (area, timing, power, access patterns)."
SYNTHESIS_RESOURCES,7,"For arithmetic operations, use appropriate bit widths; avoid unnecessary wide arithmetic that wastes area; document width determination rationale and overflow handling."
SYNTHESIS_RESOURCES,8,"Pipelining arithmetic: complex arithmetic (multiply, divide, square root) should be pipelined; document pipeline depth, latency, and throughput in TOP_HEADER."
SYNTHESIS_RESOURCES,9,"Resource sharing: identify opportunities where arithmetic units can be time-multiplexed; document sharing strategy and area/timing tradeoffs with control logic overhead."
SYNTHESIS_RESOURCES,10,"For multipliers, document whether inferring (*) operator or using explicit DSP primitive; justify choice based on size, performance, and resource availability."
SYNTHESIS_RESOURCES,11,"Large mux structures should be balanced; avoid highly unbalanced if-else chains that create long combinatorial paths; use case statements for one-hot or binary-encoded selection."
SYNTHESIS_RESOURCES,12,"Document resource utilization estimates in TOP_HEADER: registers, LUTs/gates, RAMs, DSPs; provide percentage of target device if known."
SYNTHESIS_FSM,1,"One-hot state machines require safe state encoding: include 'unique' or 'priority' keywords and consider fallback logic for safety-critical designs to handle illegal states."
SYNTHESIS_FSM,2,"FSM encoding: allow synthesis tool to choose encoding unless specific encoding required (one-hot, binary, Gray); document if manual encoding used and why (power, area, timing)."
SYNTHESIS_FSM,3,"FSM state reachability: document all states and verify all are reachable; unreachable states indicate dead logic or missing functionality."
SYNTHESIS_FSM,4,"FSM output logic: prefer registered outputs (Moore) over combinatorial (Mealy) for timing closure; document if Mealy used and timing rationale."
SYNTHESIS_FSM,5,"FSM state vector: use enumerated types for state definitions; document state encoding in TOP_HEADER if manually specified."
SYNTHESIS_FSM,6,"FSM error states: include error/illegal state handling; document recovery mechanism or safe state on error detection."
SYNTHESIS_COMBINATORIAL,1,"Avoid combinatorial loops which prevent synthesis and cause X propagation; if unavoidable for specific protocol (e.g., async handshake), document extensively with justification and mitigation."
SYNTHESIS_COMBINATORIAL,2,"Latch inference is almost always unintentional; all combinatorial always_comb/always@(*) blocks must assign all outputs in all branches to prevent latch inference."
SYNTHESIS_COMBINATORIAL,3,"Use SystemVerilog always_comb for combinatorial logic to enable additional compile-time checks; avoid always@(*) style."
SYNTHESIS_COMBINATORIAL,4,"Case statement intent: always use standard 'case' with a mandatory 'default' branch; do NOT use 'unique case' or 'priority case' (prohibited by VERILOG_FSM,3); avoid 'full_case parallel_case' pragmas."
SYNTHESIS_COMBINATORIAL,5,"Default case statements: always include a 'default' branch in every case statement; do NOT rely on 'unique' or 'priority' keywords as substitutes for an explicit default (see VERILOG_FSM,3); missing default cases can cause latch inference or X propagation."
SYNTHESIS_COMBINATORIAL,6,"X-propagation: ensure combinatorial logic propagates X values correctly for simulation; avoid structures that mask X values hiding initialization issues."
SYNTHESIS_PIPELINING,1,"Pipeline stage insertion points must be clearly marked with comments indicating stage number and data latency from input to that stage."
SYNTHESIS_PIPELINING,2,"For deep pipelines (>5 stages), document pipeline control signals: valid/enable, stall, flush, and their propagation through pipeline."
SYNTHESIS_PIPELINING,3,"Pipeline balance: all pipeline stages should have similar logic depth; document logic depth per stage and identify any unbalanced stages."
SYNTHESIS_PIPELINING,4,"Pipeline retiming: document whether design allows synthesis tool retiming across pipeline; use retiming attributes if supported."
SYNTHESIS_PIPELINING,5,"Retiming opportunities: place register stages at module boundaries to allow synthesis tools to retime across modules if boundary registering enabled."
SYNTHESIS_PIPELINING,6,"Bubble propagation: for stall-able pipelines, document bubble handling and verify bubbles don't cause control logic issues."
SYNTHESIS_PIPELINING,7,"Pipeline flush: document flush mechanism and verify all pipeline stages clear correctly on flush; consider side-effects on counters/state."
SYNTHESIS_PIPELINING,8,"Pipeline depth parameter: make pipeline depth parameterizable when feasible; document tradeoffs between latency and frequency."
SYNTHESIS_CONSTRAINTS,1,"Constant propagation: use parameters and localparams effectively so synthesis tools can optimize for specific parameter values and prune unused logic."
SYNTHESIS_CONSTRAINTS,2,"Boundary optimization: control whether synthesis can optimize across module boundaries; document optimization boundaries with hierarchy preservation pragmas if needed."
SYNTHESIS_CONSTRAINTS,3,"Dont-touch directives: use to preserve certain logic structures for debugging or specific implementation; document all dont-touch regions with reason."
SYNTHESIS_CONSTRAINTS,4,"Use synthesis directives sparingly; prefer portable RTL over tool-specific pragmas; document all synthesis directives with justification and alternative if porting."
SYNTHESIS_CONSTRAINTS,5,"Size and timing constraints: provide synthesis tool with realistic constraints; over-constraining wastes area/power, under-constraining creates timing failures."
SYNTHESIS_CONSTRAINTS,6,"Document synthesis constraints template in TOP_HEADER: expected SDC/XDC constraint commands for clocks, I/O timing, false paths, multi-cycle paths."
SYNTHESIS_CONSTRAINTS,7,"For phase-locked loops (PLLs) and clock generation, provide jitter specifications and synthesized clock constraints in comments."
SYNTHESIS_VERIFICATION,1,"Post-synthesis verification: document requirement for gate-level simulation and specific scenarios to test (timing, X-propagation, CDC)."
SYNTHESIS_VERIFICATION,2,"Equivalence checking: document whether formal equivalence checking is required between RTL and netlist; list any expected differences (black-boxes, tech cells)."
SYNTHESIS_VERIFICATION,3,"Timing simulation: document requirement for back-annotated SDF simulation; list critical test cases requiring gate-level timing verification."
SYNTHESIS_VERIFICATION,4,"X-propagation analysis: document strategy for X-initialization; whether design is X-tolerant or requires explicit initialization."
SYNTHESIS_VERIFICATION,5,"Power analysis: document dynamic and static power estimates; identify high-power blocks and optimization strategies applied (clock gating, operand isolation)."
SYNTHESIS_VERIFICATION,6,"Area analysis: document area breakdown by function; identify area-critical blocks and optimization strategies applied."
SYNTHESIS_POWER,1,"Power optimization: identify signals with high toggle rate and low criticality; consider operand isolation, clock gating, or power gating."
SYNTHESIS_POWER,2,"Clock gating efficiency: document percentage of design clock-gated; identify high-activity blocks as gating candidates."
SYNTHESIS_POWER,3,"Operand isolation: for arithmetic units, gate operands when result unused; document isolation strategy and power savings."
SYNTHESIS_POWER,4,"Power domains: for multi-voltage designs, document power domain boundaries, isolation cells, level shifters, and power sequence."
SYNTHESIS_POWER,5,"Toggle rate analysis: document high-toggle signals and whether toggles are functional or wasteful; optimize control logic to reduce wasteful transitions."
SYNTHESIS_OPTIMIZATION,1,"For area optimization, identify non-critical paths that can tolerate slower logic; use synthesis constraints to deprioritize timing on these paths for area recovery."
SYNTHESIS_OPTIMIZATION,2,"Compile strategy: document synthesis compile options (effort level, area vs speed optimization, gate-level optimization phases)."
SYNTHESIS_OPTIMIZATION,3,"Use incremental synthesis for large designs; document module compilation order and synthesis partitioning strategy."
SYNTHESIS_OPTIMIZATION,4,"Resource allocation: document strategy for FSM encoding, arithmetic implementation, memory selection based on design goals (speed, area, power)."
SYNTHESIS_OPTIMIZATION,5,"Ungrouping hierarchy: document which module boundaries can be ungrouped for optimization and which must be preserved for design intent."
SYNTHESIS_OPTIMIZATION,6,"Design structure: organize logic into modules with clear boundaries; avoid mixing protocol control with datapath logic for better synthesis QOR."
SYNTHESIS_INTERFACES,1,"Interface timing budgets: document setup/hold requirements and clock-to-Q delays for all module interfaces; provide timing budgets for integration."
SYNTHESIS_INTERFACES,2,"Registered interfaces: strongly prefer registered inputs and outputs at module boundaries; document any combinatorial pass-through with timing budget."
SYNTHESIS_INTERFACES,3,"For high-speed serial interfaces: use dedicated SERDES primitives; document serialization ratio, bit rate, clocking strategy, and equalization settings."
SYNTHESIS_INTERFACES,4,"Synchronous interfaces: document relationship between interface clock and module clocks; specify setup/hold relative to interface clock edge."
SYNTHESIS_INTERFACES,5,"Asynchronous interfaces: document all async interface signals and their synchronization strategy; mark async inputs clearly in TOP_HEADER."
SYNTHESIS_INTERFACES,6,"Back-pressure and flow control: document handshake protocol timing; ensure ready/valid or credit-based flow control meets timing without combinatorial loops."
SYNTHESIS_BEST_PRACTICES,1,"Parameterization: make designs parameterizable (data widths, depths, counts); document parameter valid ranges and inter-parameter constraints."
SYNTHESIS_BEST_PRACTICES,2,"Naming conventions: use consistent naming for clocks (_clk), resets (_rst_n), active-low signals (_n), registered outputs (_r or _q)."
SYNTHESIS_BEST_PRACTICES,3,"Comments for synthesis: add comments explaining design intent where synthesis choices are critical; mark timing-critical paths, resource-specific implementations."
SYNTHESIS_BEST_PRACTICES,4,"Code style: use non-blocking assignments (<=) for sequential logic, blocking assignments (=) for combinatorial logic; never mix in same always block."
SYNTHESIS_BEST_PRACTICES,5,"Avoid vendor-specific constructs unless necessary; document portability limitations when using FPGA/ASIC-specific primitives."
SYNTHESIS_BEST_PRACTICES,6,"File organization: separate datapath from control logic; use clear module partitioning; document module hierarchy and dataflow in TOP_HEADER."
SYNTHESIS_BEST_PRACTICES,7,"Technology independence: write RTL that synthesizes across technologies; use technology mapping for primitives; document technology-dependent sections."
SYNTHESIS_BEST_PRACTICES,8,"Synthesis simulation mismatch: avoid RTL constructs that simulate differently than they synthesize; test synthesis netlist in simulation."
SYNTHESIS_BEST_PRACTICES,9,"Documentation in TOP_HEADER must include synthesis guidelines: target frequency, critical paths, resource expectations, timing methodology."
SYNTHESIS_BEST_PRACTICES,10,"For timing closure, maintain at least 5-10% timing margin after place-and-route; document slack targets and timing methodology in TOP_HEADER."
